          351        25.19         0.00       305.59         0.00       250.56         0.00       751.28         0.00       271.89
          352        27.20         0.00       364.43         0.00       333.87         0.00       413.67         0.00       203.87
          353        41.61         0.00       376.44         0.00       324.55         0.00       141.30         0.00       122.00
          354        63.40         0.00       369.66         0.00       222.18         0.00        50.00         0.00        61.53
          355       106.15         0.00       320.06         0.00        51.30         0.00        50.00         0.00        50.00
          356       133.35         0.00        55.30         0.00        50.00         0.00        50.00         0.00        50.00
          357       203.85         0.00        50.00         0.00        50.00         0.00        50.00         0.00        50.00
          358        71.66         0.00       392.37         0.00       354.09         0.00      2348.02         0.00        50.00
          359        33.77         0.00       377.48         0.00       326.73         0.00      1972.87         0.00        50.00
          360        19.73         0.00       370.63         0.00       323.02         0.00      1651.65         0.00        50.00
          361        30.76         0.00       310.31         0.00       239.93         0.00       595.34         0.00       860.11
          362        24.76         0.00       283.68         0.00       215.67         0.00       953.28         0.00       260.07
          363        24.92         0.00       312.09         0.00       267.77         0.00       904.59         0.00        94.95
          364        32.40         0.00       374.46         0.00       349.75         0.00       365.48         0.00        51.25
          365        51.13         0.00       388.86         0.00       311.49         0.00       139.04         0.00        50.14
          366        82.70         0.00       387.64         0.00       251.49         0.00        52.86         0.00        50.00
          367       119.91         0.00       324.23         0.00        90.51         0.00        50.00         0.00        50.00
          368       178.89         0.00       122.69         0.00        50.00         0.00        50.00         0.00        50.00
          369       335.76         0.00       316.67         0.00        50.00         0.00        50.00         0.00        50.00
          370        18.99         0.00       328.16         0.00       282.27         0.00       810.01         0.00        50.00
          371        46.36         0.00       389.75         0.00       317.03         0.00       372.01         0.00        50.00
          372        25.87         0.00       390.82         0.00       360.25         0.00      1491.21         0.00        50.00
          373        36.55         0.00       477.47         0.00       463.75         0.00      1041.94         0.00       156.14
          374        27.86         0.00       430.98         0.00       383.77         0.00       697.23         0.00       502.76
          375        48.92         0.00       403.11         0.00       344.53         0.00       419.83         0.00       639.91
          376        22.91         0.00       307.51         0.00       250.43         0.00      1217.53         0.00        50.00
          377        16.45         0.00       405.68         0.00       368.28         0.00       829.76         0.00        59.18
          378        39.07         0.00       467.58         0.00       403.39         0.00       475.21         0.00       294.32
          379        66.40         0.00       454.56         0.00       371.81         0.00       276.58         0.00       572.90
          380        64.97         0.00       383.02         0.00       348.47         0.00       204.95         0.00       562.40
          381        26.72         0.00       373.95         0.00       304.59         0.00       693.28         0.00        50.00
          382        53.05         0.00       443.03         0.00       355.46         0.00       494.73         0.00        50.00
          383        88.02         0.00       457.24         0.00       356.78         0.00       196.04         0.00       227.65
          384       142.05         0.00       360.95         0.00       273.78         0.00       151.68         0.00       224.88
          385       131.01         0.00       204.12         0.00       108.57         0.00       507.70         0.00        50.00
          386        69.42         0.00       408.57         0.00       315.24         0.00       342.48         0.00        50.00
          387        98.01         0.00       422.06         0.00       318.13         0.00       209.77         0.00        50.00
          388       162.27         0.00       347.19         0.00       215.06         0.00       100.30         0.00        65.06
          389       330.68         0.00       374.85         0.00        50.00         0.00       600.85         0.00        50.00
          390       280.41         0.00       356.27         0.00        50.00         0.00       376.99         0.00        50.00
          391       115.96         0.00       392.21         0.00       279.08         0.00        70.30         0.00        50.00
          392       151.53         0.00       331.02         0.00       178.61         0.00        53.99         0.00        50.00
          393       225.25         0.00       317.31         0.00        51.00         0.00        50.46         0.00        50.00
          394       280.84         0.00       316.48         0.00        50.00         0.00       617.75         0.00        50.00
          395       151.99         0.00       329.72         0.00       243.28         0.00       275.30         0.00        98.68
          396       352.01         0.00       453.37         0.00       379.76         0.00       144.73         0.00        50.00
          397       157.32         0.00       360.70         0.00       492.23         0.00      1992.54         0.00       202.21
          398       110.50         0.00       385.52         0.00       462.44         0.00      1573.70         0.00        80.48
          399        68.32         0.00       414.45         0.00       405.97         0.00      2082.43         0.00        51.12
          400        35.59         0.00       435.43         0.00       418.10         0.00      1875.10         0.00        50.01
          401        17.51         0.00       456.07         0.00       451.07         0.00      1401.48         0.00       108.00
          402       383.40         0.00       519.25         0.00       350.20         0.00       156.06         0.00        50.00
          403       151.03         0.00       384.79         0.00       449.10         0.00      1975.53         0.00       180.62
          404       106.60         0.00       428.40         0.00       468.22         0.00      1599.34         0.00        58.87
          405        60.77         0.00       461.89         0.00       469.39         0.00      1935.43         0.00        55.28
          406        39.81         0.00       497.61         0.00       499.15         0.00      1691.64         0.00       221.45
          407        18.90         0.00       496.97         0.00       505.02         0.00      1385.20         0.00       295.34
          408        10.90         0.00       461.75         0.00       481.29         0.00      1293.07         0.00       148.13
          409       549.84         0.00       714.99         0.00       265.25         0.00        52.73         0.00        50.00
          410       108.93         0.00       411.39         0.00       492.84         0.00      1460.83         0.00       526.24
          411        81.88         0.00       462.61         0.00       477.86         0.00      1519.00         0.00       166.61
          412        60.69         0.00       558.41         0.00       516.90         0.00      1821.49         0.00        62.10
          413        43.23         0.00       558.97         0.00       521.42         0.00      1978.83         0.00        50.00
          414        23.43         0.00       476.73         0.00       459.15         0.00      1458.20         0.00       534.65
          415         9.41         0.00       391.98         0.00       386.10         0.00      1634.31         0.00       165.78
          416        27.10         0.00       376.60         0.00       343.07         0.00      1133.37         0.00       513.60
          417        24.50         0.00       330.44         0.00       292.79         0.00       921.79         0.00       562.87
          418        37.90         0.00       345.67         0.00       350.25         0.00       806.78         0.00       403.87
          419        61.39         0.00       340.92         0.00       319.42         0.00       574.46         0.00       444.53
          420       142.50         0.00       365.39         0.00       275.78         0.00       420.24         0.00       320.68
          421       119.48         0.00       330.81         0.00       267.27         0.00       827.58         0.00        51.83
          422       244.19         0.00       351.42         0.00       184.71         0.00       408.44         0.00        50.00
          423       259.57         0.00       311.72         0.00        82.16         0.00       565.19         0.00        50.00
          424        73.03         0.00       371.80         0.00       341.03         0.00       676.40         0.00       331.56
          425        82.23         0.00       346.55         0.00       292.92         0.00       872.55         0.00        50.00
          426       100.74         0.00       222.98         0.00       208.39         0.00       348.30         0.00        50.00
          427       202.29         0.00       264.76         0.00        52.29         0.00       578.60         0.00        50.00
          428       241.30         0.00       450.54         0.00       328.01         0.00       162.44         0.00        50.00
          429       117.24         0.00       448.00         0.00       507.11         0.00      1697.14         0.00       103.49
          430        80.19         0.00       559.62         0.00       521.77         0.00      1479.16         0.00        50.00
          431        54.92         0.00       616.21         0.00       499.85         0.00      1961.64         0.00        50.00
          432        29.33         0.00       457.51         0.00       362.62         0.00      2230.61         0.00        50.00
          433        20.10         0.00       337.16         0.00       266.38         0.00      1771.37         0.00       628.85
          434         8.34         0.00       300.49         0.00       253.87         0.00      1676.26         0.00       551.39
          435        18.40         0.00       287.08         0.00       250.01         0.00      1393.33         0.00       510.81
          436        16.49         0.00       308.42         0.00       299.23         0.00       852.88         0.00       673.67
          437        32.47         0.00       355.59         0.00       374.68         0.00       914.01         0.00       306.93
          438        60.92         0.00       411.48         0.00       367.69         0.00       734.36         0.00       315.93
          439        62.03         0.00       440.78         0.00       360.58         0.00       769.77         0.00        61.84
          440        98.35         0.00       494.51         0.00       350.31         0.00       691.12         0.00        62.94
          441       141.34         0.00       386.00         0.00       260.04         0.00       528.68         0.00       116.84
          442       212.27         0.00       298.04         0.00       116.55         0.00       493.62         0.00        50.00
          443       284.88         0.00       320.13         0.00        50.00         0.00       509.23         0.00        50.00
          444       292.39         0.00       521.35         0.00       353.51         0.00      1350.59         0.00        50.00
          445        96.86         0.00       413.71         0.00       431.42         0.00      1976.74         0.00        50.00
          446        60.70         0.00       489.77         0.00       448.26         0.00      1584.94         0.00        94.11
          447        35.32         0.00       486.78         0.00       389.21         0.00      1910.03         0.00        50.00
          448        22.19         0.00       373.80         0.00       306.43         0.00      2434.54         0.00        50.00
          449        10.67         0.00       266.15         0.00       202.17         0.00      1923.93         0.00       660.34
          450         6.27         0.00       248.74         0.00       198.38         0.00      1697.67         0.00       637.88
          451        16.85         0.00       288.05         0.00       248.10         0.00       884.78         0.00       996.20
          452        19.37         0.00       328.60         0.00       293.95         0.00       810.61         0.00       899.15
          453        36.23         0.00       396.22         0.00       336.36         0.00      1115.85         0.00       298.50
          454        40.57         0.00       452.41         0.00       369.11         0.00      1173.31         0.00        50.80
          455        58.11         0.00       477.52         0.00       356.56         0.00       932.31         0.00       198.74
          456       184.70         0.00       429.38         0.00        93.03         0.00        50.00         0.00       204.84
          457        99.80         0.00       420.61         0.00       413.56         0.00      1309.32         0.00        50.00
          458        43.48         0.00       434.08         0.00       400.36         0.00      2303.11         0.00        50.00
          459        21.05         0.00       359.52         0.00       320.44         0.00      2161.43         0.00        56.70
          460         9.34         0.00       299.57         0.00       332.14         0.00      2078.79         0.00       200.50
          461         2.77         0.00       260.48         0.00       262.65         0.00      2046.39         0.00       741.26
          462         9.04         0.00       265.81         0.00       208.03         0.00      1612.55         0.00       934.27
          463         3.02         0.00       283.78         0.00       225.62         0.00      1213.50         0.00      1171.49
          464        18.96         0.00       356.38         0.00       262.52         0.00       686.34         0.00      1193.88
          465        21.74         0.00       386.63         0.00       298.32         0.00       824.56         0.00       924.94
          466        20.01         0.00       440.52         0.00       399.74         0.00       853.31         0.00       706.43
          467        48.25         0.00       470.24         0.00       378.23         0.00       951.73         0.00       413.71
          468       141.26         0.00       286.81         0.00        76.41         0.00        70.53         0.00        50.00
          469        79.90         0.00       303.09         0.00       103.34         0.00        59.47         0.00        50.00
          470        56.12         0.00       380.37         0.00       307.37         0.00        59.61         0.00        50.00
          471        33.38         0.00       441.24         0.00       437.75         0.00      1657.33         0.00        50.00
          472        13.35         0.00       309.43         0.00       322.97         0.00      2028.42         0.00        52.87
          473        -1.79         0.00       239.12         0.00       278.58         0.00      2084.78         0.00        50.00
          474        -1.99         0.00       195.70         0.00       203.68         0.00      2074.53         0.00       193.59
          475         1.61         0.00       255.02         0.00       215.85         0.00      1509.12         0.00       811.45
          476         3.19         0.00       246.69         0.00       175.98         0.00      1210.10         0.00       870.03
          477         7.73         0.00       313.63         0.00       230.42         0.00       742.07         0.00      1460.12
          478         7.49         0.00       302.60         0.00       229.38         0.00       421.06         0.00      1506.49
          479        16.18         0.00       340.00         0.00       319.81         0.00       357.45         0.00      1537.37
          480        42.88         0.00       434.39         0.00       379.60         0.00      1074.24         0.00       486.69
          481        82.99         0.00       494.51         0.00       335.55         0.00       749.04         0.00       319.45
          482       161.98         0.00       491.28         0.00       288.31         0.00       523.33         0.00        50.00
          483       173.28         0.00       303.58         0.00       143.91         0.00       661.97         0.00        50.00
          484       221.05         0.00       273.12         0.00        50.00         0.00       641.58         0.00        50.00
          485       325.49         0.00       358.62         0.00        50.00         0.00       518.66         0.00        50.00
          486        24.72         0.00       142.35         0.00        50.00         0.00       174.02         0.00        50.00
          487         5.59         0.00       148.77         0.00        53.27         0.00       244.59         0.00        50.00
          488       189.05         0.00       350.19         0.00       127.89         0.00       445.73         0.00        50.00
          489        37.81         0.00       372.91         0.00       307.31         0.00       794.60         0.00        50.00
          490       174.28         0.00       581.27         0.00       354.89         0.00       544.00         0.00       592.83
          491        83.33         0.00       475.73         0.00       366.87         0.00       813.24         0.00       815.56
          492        20.01         0.00       357.18         0.00       302.76         0.00      1361.58         0.00       648.05
          493         5.05         0.00       276.18         0.00       199.85         0.00      1437.12         0.00      1037.13
          494         1.13         0.00       201.49         0.00       125.57         0.00      1079.86         0.00      1150.70
          495         0.22         0.00       218.59         0.00       135.64         0.00       944.93         0.00      1595.14
          496         3.39         0.00       239.27         0.00       182.91         0.00       593.26         0.00      1881.41
          497        27.79         0.00       349.93         0.00       383.80         0.00       703.96         0.00      1132.63
          498        94.64         0.00       480.52         0.00       312.11         0.00       734.50         0.00       136.24
          499       162.05         0.00       392.29         0.00       241.79         0.00       491.78         0.00        50.00
          500       352.28         0.00       427.85         0.00        77.62         0.00       647.89         0.00        50.00
          501       253.37         0.00       287.48         0.00        50.00         0.00       696.21         0.00        50.00
          502        68.96         0.00       446.06         0.00       349.23         0.00       942.59         0.00       599.90
          503       104.89         0.00       485.81         0.00       314.72         0.00       852.99         0.00       180.62
          504       190.20         0.00       502.27         0.00       308.52         0.00       577.93         0.00        50.00
          505       194.60         0.00       302.70         0.00       178.72         0.00       510.53         0.00        50.00
          506       302.95         0.00       340.90         0.00        50.00         0.00       700.55         0.00        50.00
          507       308.99         0.00       366.24         0.00        53.50         0.00       638.49         0.00        50.00
          508       316.85         0.00       466.00         0.00       225.39         0.00       479.41         0.00        50.00
          509       240.14         0.00       320.98         0.00       145.42         0.00       520.40         0.00        50.00
          510       434.27         0.00       496.05         0.00        54.26         0.00       582.17         0.00        50.00
          511        11.99         0.00       289.54         0.00       230.22         0.00       517.91         0.00      1874.06
          512        42.51         0.00       384.20         0.00       376.87         0.00       541.82         0.00      1230.34
          513        57.23         0.00       429.25         0.00       329.49         0.00      1049.63         0.00       486.09
          514        73.91         0.00       433.54         0.00       309.01         0.00      1030.44         0.00        54.18
          515        87.58         0.00       375.01         0.00       331.64         0.00       583.26         0.00        50.00
          516       139.85         0.00       361.09         0.00       292.71         0.00       422.17         0.00        50.00
          517       548.86         0.00       627.17         0.00       128.25         0.00       511.67         0.00        50.00
          518       329.24         0.00       395.37         0.00        68.34         0.00       554.14         0.00        50.00
          519        -4.39         0.00       178.00         0.00       104.51         0.00       746.26         0.00      1757.12
          520       -11.78         0.00       256.65         0.00       187.27         0.00       530.41         0.00      1818.05
          521       354.02         0.00       415.70         0.00        50.00         0.00       385.72         0.00        50.00
          522         4.87         0.00        79.06         0.00        50.00         0.00       485.89         0.00        50.00
          523         0.65         0.00       135.22         0.00        57.76         0.00       702.00         0.00        50.00
          524         3.49         0.00       210.43         0.00       125.63         0.00       670.30         0.00        50.00
          525        -0.01         0.00       305.81         0.00       213.16         0.00       162.84         0.00        50.00
          526       181.80         0.00       547.04         0.00       253.68         0.00        51.82         0.00       687.97
          527        15.20         0.00       396.60         0.00       312.28         0.00       274.21         0.00       961.42
          528         0.00         0.00        85.68         0.00        50.00         0.00       564.67         0.00        50.00
          529        39.80         0.00       173.63         0.00        58.74         0.00       544.76         0.00        50.00
          530        87.60         0.00       275.37         0.00       104.52         0.00       294.38         0.00        50.00
          531         2.14         0.00       279.66         0.00       163.48         0.00        55.31         0.00        50.00
          532         2.84         0.00       323.54         0.00       192.97         0.00        50.00         0.00       264.15
          533         0.00         0.00       356.17         0.00       266.29         0.00       112.88         0.00       138.57
          534         3.11         0.00       361.71         0.00       284.27         0.00       466.65         0.00       743.53
          535        74.08         0.00       315.46         0.00       135.83         0.00        83.27         0.00        50.00
          536        90.02         0.00       361.90         0.00       165.46         0.00        59.33         0.00        50.00
          537       137.62         0.00       418.78         0.00       186.78         0.00       475.00         0.00        50.00
          538        40.67         0.00       377.09         0.00       252.14         0.00       395.61         0.00        99.09
          539         0.30         0.00       285.56         0.00       205.62         0.00       553.37         0.00      1134.90
          540        -4.63         0.00       193.92         0.00       107.80         0.00       558.92         0.00      1812.49
          541         0.46         0.00       249.32         0.00       166.71         0.00       519.58         0.00      1987.06
          542         4.88         0.00       245.29         0.00       164.74         0.00       584.33         0.00      1468.62
          543        -0.25         0.00       231.40         0.00       149.03         0.00       518.94         0.00      1810.94
          544        12.92         0.00       343.38         0.00       284.80         0.00       168.30         0.00      1802.92
          545        50.33         0.00       412.45         0.00       382.84         0.00       385.54         0.00      1379.03
          546        77.21         0.00       437.81         0.00       337.81         0.00      1140.14         0.00       497.64
          547       113.04         0.00       439.13         0.00       309.19         0.00      1127.97         0.00        55.48
          548       256.77         0.00       518.12         0.00       327.08         0.00       599.29         0.00        50.00
          549       262.40         0.00       434.60         0.00       248.67         0.00       408.74         0.00        50.00
          550       206.72         0.00       306.36         0.00       156.66         0.00       478.91         0.00        50.00
          551       748.93         0.00       817.69         0.00        77.86         0.00       537.74         0.00        50.00
          552        -8.99         0.00       234.31         0.00       237.91         0.00       418.13         0.00      1455.88
          553        -0.68         0.00       263.38         0.00       310.63         0.00       330.68         0.00      1660.46
          554        73.81         0.00       324.54         0.00       197.51         0.00       567.01         0.00       754.90
          555        39.12         0.00       335.91         0.00       242.72         0.00       461.82         0.00       861.50
          556         3.49         0.00       253.17         0.00       187.70         0.00       700.58         0.00       882.63
          557        -5.43         0.00       242.97         0.00       353.35         0.00       250.97         0.00      1105.33
          558         6.65         0.00       288.83         0.00       397.47         0.00       232.58         0.00      1728.43
          559        14.16         0.00       311.86         0.00       443.02         0.00       210.42         0.00      1846.24
          560        39.13         0.00       358.02         0.00       438.32         0.00       613.39         0.00      1221.70
          561        77.57         0.00       395.36         0.00       356.49         0.00       969.71         0.00       729.82
          562       120.69         0.00       373.18         0.00       326.11         0.00       853.34         0.00       182.16
          563       141.48         0.00       333.90         0.00        89.42         0.00       699.43         0.00        50.00
          564       308.33         0.00       392.90         0.00        50.00         0.00       634.08         0.00        50.00
          565       716.90         0.00       799.05         0.00        95.29         0.00       555.52         0.00        50.00
          566       791.36         0.00       846.32         0.00        50.00         0.00       557.26         0.00        50.00
          567         7.69         0.00       277.28         0.00       426.82         0.00       218.24         0.00      1903.10
          568        16.44         0.00       293.60         0.00       439.03         0.00       262.55         0.00      2019.60
          569        43.81         0.00       331.87         0.00       437.50         0.00       553.78         0.00      1358.58
          570        76.75         0.00       342.54         0.00       404.17         0.00       678.03         0.00       688.61
          571       110.28         0.00       334.08         0.00       380.99         0.00       651.05         0.00       255.33
          572       235.95         0.00       387.66         0.00        69.09         0.00       694.58         0.00        50.00
          573       364.04         0.00       438.42         0.00        50.00         0.00       597.67         0.00        50.00
          574        -1.16         0.00       224.00         0.00       148.04         0.00       621.68         0.00       542.58
          575        -0.70         0.00       236.93         0.00       416.81         0.00       258.00         0.00       292.49
          576         8.58         0.00       248.49         0.00       376.72         0.00       306.45         0.00      1219.17
          577        18.63         0.00       249.36         0.00       342.97         0.00       504.98         0.00      1626.88
          578        33.95         0.00       238.21         0.00       395.86         0.00       704.44         0.00      1656.92
          579        44.30         0.00       281.27         0.00       439.92         0.00       626.81         0.00      1410.78
          580        73.42         0.00       276.95         0.00       460.57         0.00       520.80         0.00       744.86
          581       105.23         0.00       279.87         0.00       404.06         0.00       389.24         0.00       360.89
          582       171.47         0.00       304.60         0.00       209.61         0.00       560.74         0.00        50.00
          583       367.50         0.00       462.19         0.00        84.31         0.00       511.34         0.00        50.00
          584        55.83         0.00       218.24         0.00       414.81         0.00       619.18         0.00      1517.23
          585        94.68         0.00       251.47         0.00       533.08         0.00       373.31         0.00       829.36
          586       167.04         0.00       303.75         0.00       339.45         0.00       459.10         0.00        50.00
          587       208.98         0.00       315.10         0.00       225.82         0.00       490.64         0.00        50.00
          588       393.33         0.00       467.54         0.00        68.47         0.00       506.15         0.00        50.00
          589        57.73         0.00       226.77         0.00       217.94         0.00       581.96         0.00       289.57
          590         4.60         0.00       181.30         0.00       253.28         0.00       519.11         0.00        99.64
          591         9.97         0.00       215.97         0.00       496.23         0.00       496.98         0.00        50.00
          592        30.16         0.00       251.18         0.00       339.78         0.00       308.35         0.00       861.63
          593        15.29         0.00       220.77         0.00       296.13         0.00       383.32         0.00      1248.75
          594        33.63         0.00       207.86         0.00       296.67         0.00       476.59         0.00      1855.36
          595        67.52         0.00       208.73         0.00       350.89         0.00       573.74         0.00      1841.40
          596        96.22         0.00       242.74         0.00       502.23         0.00       414.35         0.00      1193.49
          597       130.20         0.00       275.27         0.00       497.94         0.00       368.75         0.00       549.45
          598       187.76         0.00       299.38         0.00       306.26         0.00       475.04         0.00        50.00
          599       232.33         0.00       296.72         0.00        50.96         0.00       571.91         0.00        50.00
          600       308.84         0.00       332.70         0.00        50.00         0.00       521.11         0.00       105.07
          601       261.30         0.00       290.40         0.00       518.61         0.00       656.51         0.00       347.51
          602       125.54         0.00       211.20         0.00       445.79         0.00       590.54         0.00       256.17
          603         9.54         0.00       184.23         0.00       516.14         0.00       635.36         0.00       109.67
          604        37.10         0.00       203.46        96.08       477.70         0.00       366.36         0.00        50.00
          605        24.27         0.00       211.16        73.51       354.73         0.00       225.02         0.00       733.52
          606        27.73         0.00       193.59        35.47       316.10         0.00       243.09         0.00      1442.13
          607       574.64         0.00       286.48         0.00       910.27         0.00       536.21         0.00       384.64
          608       135.21         0.00       172.49        83.34       542.80         0.00       578.09         0.00       448.20
          609       564.32         0.00       222.75         0.00       956.30         0.00       402.90         0.00       375.26
          610       111.49         0.00       272.41        75.04       477.89         0.00       698.86         0.00        50.00
          611       659.21         0.00       329.62         0.00       965.07         0.00       314.97         0.00       262.42
          612        89.36         0.00       250.57        78.69       461.32         0.00       664.50         0.00        50.00
          613       615.11         0.00       451.60         0.00       893.57         0.00       209.03         0.00       115.52
          614       112.07         0.00       175.21        60.78       647.69         0.00       436.11         0.00       136.16
          615        27.41         0.00       197.59        41.30       422.53         0.00        70.67         0.00      1380.13
          616        43.78         0.00       167.21        42.24       303.56         0.00       303.96         0.00      2002.00
          617        55.85         0.00       185.19         0.00       345.53         0.00       490.65         0.00      2003.35
          618        78.63         0.00       225.64         0.00       494.90         0.00       364.60         0.00      1180.36
          619       103.68         0.00       239.60         0.00       523.50         0.00       365.96         0.00       479.22
          620       123.32         0.00       223.44         0.00       358.71         0.00       415.04         0.00        50.00
          621       193.30         0.00       259.97         0.00       168.16         0.00       416.71         0.00        52.28
          622       194.53         0.00       245.67         0.00        76.25         0.00       463.29         0.00       107.26
          623       250.77         0.00       267.42         0.00        50.00         0.00       531.46         0.00       102.07
          624        76.67         0.00       198.16        39.90       296.89         0.00       418.86         0.00      2103.78
          625       113.25         0.00       258.70         0.00       450.10         0.00       394.30         0.00      1179.11
          626       157.02         0.00       281.01         0.00       540.42         0.00       355.73         0.00       483.59
          627       241.73         0.00       324.80         0.00       440.87         0.00       329.30         0.00        50.00
          628       263.50         0.00       316.50         0.00       223.59         0.00       356.24         0.00        59.10
          629       352.62         0.00       390.59         0.00       104.38         0.00       400.53         0.00       149.22
          630       376.93         0.00       386.93         0.00        51.79         0.00       478.45         0.00       157.95
          631       480.41         0.00       288.04         0.00       979.71         0.00        64.90         0.00       862.52
          632        92.31         0.00       225.96        44.07       608.85         0.00        54.85         0.00      1318.16
          633        31.32         0.00       186.83        38.39       432.55         0.00        50.00         0.00      1813.72
          634        54.03         0.00       147.57        54.89       311.00         0.00       254.50         0.00      2188.67
          635        79.34         0.00       243.09        36.82       206.66         0.00       400.67         0.00      2146.31
          636       107.08         0.00       251.32         0.00       402.35         0.00       387.85         0.00      1296.29
          637       153.80         0.00       260.91         0.00       518.11         0.00       337.71         0.00       647.09
          638       230.85         0.00       293.06         0.00       379.11         0.00       366.34         0.00        50.00
          639       188.69         0.00       226.12         0.00       182.42         0.00       379.03         0.00        88.14
          640       220.07         0.00       247.43         0.00        80.03         0.00       389.48         0.00       170.79
          641       257.13         0.00       249.97         0.00        50.00         0.00       497.06         0.00       104.87
          642       134.12         0.00       224.30         0.00       474.00         0.00       307.16         0.00       870.54
          643       176.19         0.00       219.37         0.00       337.17         0.00       407.17         0.00       152.09
          644       258.29         0.00       282.12         0.00       184.50         0.00       357.02         0.00       121.82
          645       270.12         0.00       281.49         0.00       111.30         0.00       353.20         0.00       180.57
          646       350.85         0.00       335.92         0.00        50.00         0.00       516.36         0.00        71.57
          647       832.15         0.00       641.80         0.00       953.08         0.00        68.39         0.00      1112.57
          648       102.99         0.00       207.58        40.00       571.78         0.00        80.59         0.00      2068.97
          649        48.76         0.00       165.72        40.31       455.21         0.00       135.39         0.00      2267.11
          650        62.59         0.00       149.02        77.34       241.60         0.00       459.50         0.00      2186.23
          651        75.76         0.00       181.33        27.75       242.99         0.00       515.83         0.00      1971.72
          652       112.59         0.00       219.85         0.00       356.62         0.00       369.04         0.00      1477.13
          653       142.44         0.00       201.63         0.00       452.66         0.00       270.62         0.00      1097.95
          654       122.12         0.00       140.14         0.00       375.86         0.00       409.70         0.00       245.01
          655       205.21         0.00       206.50         0.00       302.33         0.00       213.90         0.00       194.48
          656       177.87         0.00       173.72         0.00       204.14         0.00       198.97         0.00       281.87
          657       293.72         0.00       277.58         0.00        50.00         0.00       526.88         0.00        71.95
          658       219.37         0.00       128.49         0.00       746.08         0.00       124.52         0.00      1727.73
          659        90.70         0.00       248.56        42.44       412.16         0.00       187.55         0.00      2162.44
          660        52.60         0.00       197.31        76.73       242.87         0.00       427.92         0.00      2179.81
          661        59.65         0.00       150.30        99.84       127.08         0.00       626.88         0.00      2116.74
          662        83.88         0.00       169.08        81.27        78.42         0.00       642.83         0.00      2016.41
          663       114.04         0.00       184.93        61.03       255.15         0.00       374.49         0.00      1645.63
          664       152.53         0.00       166.33         0.00       502.57         0.00       274.78         0.00      1115.51
          665       256.00         0.00       244.14         0.00       517.60         0.00       395.74         0.00       390.00
          666       283.65         0.00       270.30         0.00       439.54         0.00       118.99         0.00       204.85
          667       316.22         0.00       304.48         0.00       228.02         0.00       175.63         0.00       285.54
          668       354.21         0.00       326.03         0.00        81.48         0.00       460.42         0.00       139.07
          669       291.93         0.00       126.84         0.00       673.58         0.00        80.14         0.00      1254.33
          670       106.50         0.00       202.15       110.54       270.11         0.00       339.68         0.00      1953.16
          671        61.53         0.00       202.76        94.17       186.32         0.00       479.68         0.00      2287.88
          672        64.35         0.00       155.47        72.09       176.41         0.00       573.49         0.00      2210.91
          673        85.13         0.00       150.35        51.10       174.67         0.00       549.52         0.00      2157.85
          674       113.36         0.00       101.10        39.06       379.67         0.00       330.42         0.00      1893.24
          675       175.46         0.00       137.61         0.00       585.80         0.00       324.14         0.00      1151.17
          676       249.11         0.00       219.48         0.00       603.42         0.00       408.70         0.00       451.94
          677       248.58         0.00       220.62         0.00       563.93         0.00        73.30         0.00       217.58
          678       311.71         0.00       292.47         0.00       245.37         0.00       157.12         0.00       296.91
          679       339.37         0.00       301.13         0.00        99.87         0.00       454.29         0.00       127.85
          680       341.17         0.00        72.99         0.00       637.71         0.00        50.00         0.00       499.41
          681       204.24         0.00       122.12         0.00       462.27         0.00       122.45         0.00       291.48
          682       119.05         0.00       251.95        40.88       374.26         0.00       258.22         0.00      1491.30
          683        59.35         0.00       209.82        65.02       223.74         0.00       411.51         0.00      2375.01
          684        70.83         0.00       149.71        76.30       203.13         0.00       499.96         0.00      2381.56
          685        92.40         0.00       141.21        85.31        96.58         0.00       578.18         0.00      2214.75
          686       120.72         0.00        99.44        43.20       358.94         0.00       317.49         0.00      2057.10
          687       167.85         0.00       117.75         0.00       574.66         0.00       470.12         0.00      1150.29
          688       234.47         0.00       195.59         0.00       591.52         0.00       449.26         0.00       484.14
          689       195.90         0.00       153.96         0.00       441.61         0.00       259.45         0.00       195.35
          690       285.89         0.00       251.54         0.00       258.70         0.00       149.31         0.00       302.96
          691       374.97         0.00       333.40         0.00       110.95         0.00       436.90         0.00       130.88
          692       101.22         0.00       184.93        39.35       386.82         0.00       267.09         0.00      1283.02
          693        65.77         0.00       202.63        73.21       234.92         0.00       322.69         0.00      2474.17
          694        77.72         0.00       214.62        70.79        84.10         0.00       397.84         0.00      2638.48
